,MDR's Variable,Variable Source,MDR's Description,Source's Description,similarity_score
600,PAT_CARE_OUT_OTHER_PCT,EXPS_WORLD_RD_RMB_MED_VAL,"Patient Care, Other, including outpatient health facility services",Medical nonclinical R&D services provided to others,52.30%
601,EMP_MAR12_OTHWRK_M,EMP_DOM_RD_PTRD_NUM,"First  Quarter Employment,  Other Manufacturing Employees",Domestic FTE R&D employees: Part-time employees working on R&D ,52.30%
602,MSC_REFUSE,CAPEX_WW_PPE_VAL,What were the miscellaneous receipts for Sales of scrap and refuse?,"Expenditures: property, plant, and equipment",52.20%
603,EXPS_CONTRACT_VAL,EXPS_WORLD_RD_CORE_CTR_VAL,Cost of contract work,Type of R&D Costs:  Contract R&D (Worldwide),52.20%
604,EXPS_ADMIN_WRKPC_INS,CAPEX_WW_PPE_VAL,"Adminstrative Expenses, Workers' compensation insurance","Expenditures: property, plant, and equipment",52.20%
605,NPATREV_OTHER_OP,RCPT_TOT_VAL,All other non-patient care operating  revenue,Worldwide net sales and operating revenues,52.20%
606,AFFIL_OWNER_ADDR_CITY_TXT,PARENTCO_HOLDING_STAT,Ownership or Controlling Company: City,Is the parent company a holding company?,52.10%
607,JOINT_INVEST_PCT_4,EXPS_DOM_RD_INT_AGR_PCT,Investors: Percent of Investment of Company Investor 4,Domestic R&D paid for and performed by your company (percentage) - Agricultural applications,52.10%
608,RCPT_OTH,EXPS_DOM_RD_RMB_INT_SF_TOT,Receipts for all other business activities done by this establishment,"Domestic R&D performed by your company that was paid for by others, by Source of Funds: Total (copy)",52.10%
609,PAY_ANN_PRDWRK,EMP_WW_NONRD_NUM,Annual Payroll for Production Workers,All other Employees  - Total Worldwide,52.10%
610,EMP_MAR12_LSD_OTH_P,EXPS_DOM_RD_CORE_TEMP_VAL,Q1 LEASED EMPLOYMENT FOR OTHER CLIENTS,Type of R&D Costs: Leased employees and temporary staffing  (Domestic),52.10%
611,INV_VAL_AVG_BGN,CAPEX_WW_TOT_VAL,"Inventories by Valuation Method, Average Cost, Beginning of Year",Expenditures: total,52.10%
612,RESP_LOG_OUT,,Date respondent logged out of survey,Minutes needed to complete survey,52.10%
613,PAY_ANN_PRDWRK_VAL,EMP_WW_NONRD_NUM,Annual payroll for Production workers,All other Employees  - Total Worldwide,52.10%
614,PRCH_REPAIR_PY,CAPEX_WW_PPE_VAL,Purchased repairs and maintenance to buildings and/or machinery and equipment  Prior Year,"Expenditures: property, plant, and equipment",52.00%
615,INV_VAL_AVG_END,ASSET_DA_TOT_VAL,"Inventories by Valuation Method, Average Cost, End of Year",Depreciation: total,52.00%
616,CLASS_RESALE_YES_ARCHIVE,,"Class of Customer,  Were 75% or more of this establishment's sales to retailers/wholesalers/distributors for resale?",Sales and operating revenues from domestic operations: Business Code,52.00%
617,PREV_OWN_RECORD_NAME1_TXT,AFFIL_OWNER_FOR_STAT,New Establishment: Former Ownership Name1,Was company owned by a foreign company?,52.00%
618,OPSTAT_SOLD_ARCHIVE,DISCON_OPS_STAT,"Operational Status, What is this establishment's operation status?",Discontinued operations,52.00%
619,RCPT_NONPT_HCARE_PRVDRS_VAL,EXPS_WORLD_RD_RMB_MED_VAL,Non-patient care revenue from health care providers for non-patient care,Medical nonclinical R&D services provided to others,51.90%
620,JOINT_COMPANY_ADDR_STATE_2,,"Investors, State of Company Investor 2","R&D paid for and performed by your company, by state where performed ",51.90%
621,RCPT_MOTR_USEDGD_DVAL,CAPEX_DOM_PPE_VAL,Used household and office goods motor carrier revenue,"Domestic capital expenditures: property, plant, and equipment",51.90%
622,ASSET_TRADE_REC_GOV_VAL,EXPS_DOM_RD_RMB_INT_FEDGOV_DOT,Trade receivables from the U.S. Government,"Domestic R&D performed by your company that was paid for by the U.S. federal government, by Agency: Dept. of Transportation",51.90%
623,SPACE_STORAGE,ASSET_NET_WW_PPE_VAL,"The warehouse, stockroom, or other inventory storage space","Assets: property, plant, and equipment",51.90%
624,PRCH_ENT_ADVERT,EXPS_DOM_RD_INT_PBF_VAL,"Enterprise payments for other establishments,  Purchased advertising and promotional services","R&D paid for and performed by your company, paid for by foreign operations or subsidiaries",51.90%
625,TRUCKTRAC_NUM_TOT_DVAL,ASSET_NET_WW_TOT_VAL,"Inventories:_x000D_
Total Truck-tractors",Assets: total,51.80%
626,RCPT_CUST_LNGTEL_BUS_DVAL,,Fixed Long Dist - Gov & Business revenue,Sales and operating revenues from domestic operations: Business Code,51.80%
627,JOINT_COMPANY_NAME_1,AFFIL_OWNER_FOR_STAT,Investors: Company Name of Company Investor 1,Was company owned by a foreign company?,51.80%
628,MRCH_NONMERCH_EC_DVAL,RCPT_DOM_VAL,non-merchandise ecommerce derived estimate,Net sales and operating revenues from domestic operations,51.80%
629,RCPT_PRDSHIP_PR,EXPS_PRI_RD_INT_VAL,"Value of product shipped by customer location, Puerto Rico",Research and development paid for and performed by your company in Puerto Rico,51.80%
630,MEDIA_SUB_TOT_PCT,CAPEX_WW_TOT_VAL,"Subscription Media,  Total",Expenditures: total,51.80%
631,EMP_MAR12_TRUCKWARE,EMP_DOM_RD_TECH_NUM,"Employment By Occupation, Trucking and warehousing",R&D employees by occupation: R&D technicians - domestic,51.70%
632,ELEC_PRCH_KWH_NUM,CAPEX_WW_TOT_VAL,Electricity purchased,Expenditures: total,51.70%
633,PAY_ANN_LSD_MGMT,EXPS_DOM_RD_CORE_TEMP_VAL,Leased Annual Payroll from Management Clients,Type of R&D Costs: Leased employees and temporary staffing  (Domestic),51.70%
634,PATREV_OTHER_WRTIN,EXPS_DOM_RD_INT_MED_PCT,Patient Care Revenue:  All other sources of revenue for patient care write-in description,Domestic R&D paid for and performed by your company (percentage) - Health or medical applications,51.70%
635,HOUSEKEEP,EMP_DOM_TOT_NUM,Management provides housekeeping?,Employees of domestic operations,51.70%
636,EXPS_RENT_BUILD_VAL,EXPS_DOM_RD_CORE_RENT_VAL,"Lease and Rental Payments for Land, Buildings, and Other Structures",Type of R&D Costs: Leased facilities and equipment (Domestic),51.70%
637,EMP_MAR12_PRDWRK,EMP_DOM_TOT_NUM,"First  Quarter Employment,  Production Workers",Employees of domestic operations,51.60%
638,RCPT_SYSOFT_ENTR_PCT,,Source of System Software Publishing Revenue: Enterprise or network,"Domestic R&D paid for by the company and others and performed by the company, by type of cost - Royalties and licensing fees",51.60%
639,JOINT_COMPANY_NAME_5,AFFIL_OWNER_FOR_STAT,Investors: Company Name of Company Investor 5,Was company owned by a foreign company?,51.60%
640,INV_VAL_AVG,ASSET_DA_TOT_VAL,"Inventories by Valuation Method, Average Cost",Depreciation: total,51.60%
641,MFG_ESTAB_NUM,LRG_DOM_LOC_VAL,Number of manufacturing establishments,R&D performed at largest domestic location,51.60%
642,BALANCE_SHEET_DATE,OPSTAT_CEASED_DATE,Balance sheet date,Date your company ceased operations,51.60%
643,EMP_MAR12_LSD_AGRICULTURE,EMP_DOM_RD_TEMP_TECH_NUM,Q1 LEASED EMPLOYMENT FROM AGRICULTURAL CLIENTS,Temporary and leased R&D employees by occupation: R&D technicians,51.60%
644,INCOM_UNIT_BROK_TOT_PCT,RCPT_DOM_VAL,"Brokering and Dealing Products,  Total income",Net sales and operating revenues from domestic operations,51.60%
645,OPSTAT_ADDR_ST_TXT,DISCON_OPS_STAT,Operational Status: Sold or Leased State,Discontinued operations,51.60%
646,INCOM_LOAN_GOV_TOT_PCT,CAPEX_WW_TOT_VAL,"Loan Products Income, Loans to governments, Total",Expenditures: total,51.60%
647,INCOM_U_INSTAL_TOT_PCT,CAPEX_WW_TOT_VAL,"Installment credit, Total",Expenditures: total,51.60%
648,HOURS_TOT_M,EMP_WW_NONRD_NUM,"Production Worker Hours,  Total",All other Employees  - Total Worldwide,51.50%
649,INV_VAL_TOT_END,CAPEX_WW_IIA_VAL,"Inventories by Valuation Method, Total LIFO and Non-LIFO valuation methods, End of Year",Worldwide capital expenditures: identifiable intangible assets,51.50%
650,CAPEX_CL_VAL,,capital leases,"Domestic R&D paid for by the company and others and performed by the company, by type of cost - Lease and rental payments",51.50%
651,CAPEX_CL_VAL,,Capital Leases,"Domestic R&D paid for by the company and others and performed by the company, by type of cost - Lease and rental payments",51.50%
652,INCOM_DIV_VAL,RCPT_DOM_VAL,Dividend income - Domestic and foreign,Net sales and operating revenues from domestic operations,51.50%
653,EMP_MAR12_PSYCH,EMP_DOM_RD_RES_NUM,"Employment By Occupation, Licensed doctoral-level psychologists, including clinical psychologists, counseling psychologists, health psychologists, and neuropsychologists",R&D employees by occupation: Researchers - domestic,51.40%
654,PREV_OWNER_ADDR_ST,DISCON_OPS_STAT,State of Former Owner or operator,Discontinued operations,51.40%
655,INV_CY_NONLIFO_TOT_DVAL,CAPEX_WW_IIA_VAL,Inventory Valuation Methods: CY non-LIFO Total,Worldwide capital expenditures: identifiable intangible assets,51.40%
656,JOINT_COMPANY_ADDR_CITY_4,AFFIL_OWNER_FOR_STAT,"Investors, City of Company Investor 4",Was company owned by a foreign company?,51.40%
657,EXPS_CSTMTOT_DVAL,EXPS_WORLD_RD_XTRA_VAL,"deriving ASM/EC mfg collected total cost item, needed to make use of VALUE_ADDED item straight-forward in tabbing and disclosure",Sum of costs reported in Question 2-2,51.40%
658,RCPT_MOTOR_TOT_PCT,RCPT_DOM_SUM_BUSINESSCODE,"Trucking Revenue,  Total",Total domestic net sales and operating revenues (copy),51.40%
659,EMP_MAR12_SPEECHPTH,EMP_DOM_RD_SS_NUM,"Employment By Occupation, Speech-language pathologists",R&D employees by occupation: R&D support staff - domestic,51.30%
660,EMP_MAR12_NUM_SUM,EMP_DOM_TOT_NUM,"Sum estabs Employment to KAU_x000D_
Sum KAU employment to Company","Total Employees, R&D employees and all others - Total domestic (copy)",51.30%
661,RCPT_APSOFT_PERS_DVAL,CAPEX_DOM_RD_SFT_VAL,Personal Computer Application Software revenue,"Domestic capital expenditures for R&D, by type of asset: Capitalized software",51.30%
662,RCPT_APSOFT_ENTR_DVAL,RCPT_TOT_VAL,Enterprise or Network Application revenue,Worldwide net sales and operating revenues,51.30%
663,INV_VAL_TOT_BGN,CAPEX_WW_PPE_VAL,"Inventories by Valuation Method, Total LIFO and Non-LIFO valuation methods, Beginning of Year","Expenditures: property, plant, and equipment",51.30%
664,EMP_MAR12_ACCT,,"Employment By Primary Occupation, Accounting, billing, tax preparation, and bookkeeping",R&D employees by occupation: Total domestic R&D employees (copy),51.30%
665,RCPT_CUST_LOCTEL_BUS_DVAL,,Fixed Local Tel - Gov & Business revenue,Sales and operating revenues from domestic operations: Business Code,51.30%
666,JOINT_INVEST_PCT_3,EXPS_DOM_RD_INT_AGR_PCT,Investors: Percent of Investment of Company Investor 3,Domestic R&D paid for and performed by your company (percentage) - Agricultural applications,51.20%
667,RCPT_JWLRY_VAL,,"Sales, Shipments Receipts, or Revenue - Jewelry",Sales and operating revenues from domestic operations: Business Code,51.20%
668,RCPT_MOTR_AGR_DVAL,EXPS_DOM_RD_INT_AGR_PCT,Agricultural Products motor carrier revenue,Domestic R&D paid for and performed by your company (percentage) - Agricultural applications,51.20%
669,RCPT_APSOFT_MAIN_PCT,CAPEX_DOM_RD_SFT_VAL,Source of Application Software Publishing Revenue: Mainframe,"Domestic capital expenditures for R&D, by type of asset: Capitalized software",51.20%
670,RCPT_APSOFT_MAIN_DVAL,CAPEX_DOM_RD_SFT_VAL,Mainframe Computer Application Software revenue,"Domestic capital expenditures for R&D, by type of asset: Capitalized software",51.20%
671,RCPT_CONTRACT_VI,EXPS_HI_RD_INT_VAL,"Contract Work done by customer location,  Virgin Islands",Research and development paid for and performed by your company in Hawaii,51.20%
672,PAY_QTR1_PRDWRK_VAL,EMP_DOM_TOT_NUM,First Quarter Payroll - Production Workers,"Total Employees, R&D employees and all others - Total domestic (copy)",51.20%
673,PAY_ANN_LSD_ARTS,EXPS_DOM_RD_CORE_TEMP_VAL,Leased Annual Payroll for Arts and Entertainment Clients,Type of R&D Costs: Leased employees and temporary staffing  (Domestic),51.20%
674,COST_MINEWRK,EXPS_WORLD_RD_CORE_RENT_VAL,"Cost of supplies, fuels, electric energy, and contract work for a mine or pit",Type of R&D Costs: Leased facilities and equipment (Worldwide),51.20%
675,EMP_MAR12_SELL,EMP_DOM_RD_TECH_NUM,"Employment By Occupation, Selling",R&D employees by occupation: R&D technicians - domestic,51.10%
676,INV_PREADJ_PY_LIFO_VAL,ASSET_NET_WW_TOT_VAL,Inventories: Total before LIFO ADJ,Assets: total,51.10%
677,HOURS_TOT_C,,"Construction Worker Hours,  Total",Hours needed to complete survey,51.10%
678,INV_VAL_STD_BGN,CAPEX_WW_TOT_VAL,"Inventories by Valuation Method, Standard Cost, Beginning of Year",Expenditures: total,51.10%
679,JOINT_COMPANY_ADDR_CITY_3,AFFIL_OWNER_FOR_STAT,"Investors, City of Company Investor 3",Was company owned by a foreign company?,51.10%
680,AFFIL_FORSTOCK_STAT,AFFIL_OWNER_FOR_STAT,Foreign Ownership or Control: Percent of Voting Stock Held,Was company owned by a foreign company?,51.10%
681,TRUCK_NUM_TOT_DVAL,ASSET_NET_WW_TOT_VAL,"Inventories:_x000D_
Total Trucks",Assets: total,51.00%
682,ASKROW3,EXPS_WORLD_RD_XTRA_VAL,Flag to determine of third row of COST variables needs to be asked,Sum of costs reported in Question 2-2,51.00%
683,RCPT_MOTR_GRAIN_DVAL,CAPEX_WW_PPE_VAL,"Grains, Alcohol, Tobacco Products motor carrier revenue","Expenditures: property, plant, and equipment",51.00%
684,ROBOT_ACTIVE_PY,PAT_ISSUE_NUM,Number of industrial robots IN OPERATION for this plant  Prior Year,How many utility patents were issued to your company in 2024 by the USPTO?,51.00%
685,INCOM_LOAN_NFBUS_TOT_PCT,EXPS_DOM_RD_RMB_INT_IN_TOT,"Loan Products Income, Loans to non-financial businesses, Total",Total domestic research and development performed by your company and paid for by others in Indiana,51.00%
686,RCPT_MOTOR_LONG,EXPS_DOM_RD_RMB_INT_FEDGOV_DOT,"Trucking Revenue,  LONG-DISTANCE (motor carrier service between metropolitan areas which may cross North American borders)","Domestic R&D performed by your company that was paid for by the U.S. federal government, by Agency: Dept. of Transportation",51.00%
687,SURVDATE,OPSTAT_CEASED_DATE,Date of last interview,Date your company ceased operations,51.00%
688,DOLI,OPSTAT_CEASED_DATE,Date of Last Interview,Date your company ceased operations,51.00%
689,EMP_MAR12_PRDWRK_NUM,EMP_DOM_TOT_NUM,Production Worker Employment,Employees of domestic operations,50.90%
690,MERCH_EST_NEW_2_PCT,RCPT_DOM_SUM_BUSINESSCODE,Approximate percentage of the total sales and receipts in current year - write-in #2,Total domestic net sales and operating revenues (copy),50.90%
691,PREV_OWN_RECORD_NAME2_TXT,AFFIL_OWNER_FOR_STAT,New Establishment: Former Ownership Name2,Was company owned by a foreign company?,50.90%
692,PATREV_GOV_WRKCMP,EXPS_DOM_RD_INT_MED_PCT,Patient Care Revenue:  Workers' compensation,Domestic R&D paid for and performed by your company (percentage) - Health or medical applications,50.90%
693,PATREV_GOV_OTH,CAPEX_WW_TOT_VAL,"Patient Care Revenue:  All other Federal, State, or Local government programs",Expenditures: total,50.90%
694,PAY_ANN_LSD_RETAIL,EXPS_DOM_RD_CORE_TEMP_VAL,Leased Annual Payroll from Retail Clients,Type of R&D Costs: Leased employees and temporary staffing  (Domestic),50.90%
695,BENEFIT_VOL,EXPS_DOM_RD_CORE_WAGE_VAL,"Fringe Benefits,  Provided Voluntarily","Type of R&D Costs: Salaries, wages and fringe benefits (Domestic)",50.90%
696,INCOM_EXPS_EXTROR_DBCRD_VAL,ASSET_DA_TOT_VAL,"Extraordinary gains (losses), net of taxes - principal debits and credits that contribute - Amount",Depreciation: total,50.90%
697,JOINT_INVEST_PCT_1,EXPS_DOM_RD_INT_AGR_PCT,Investors: Percent of Investment of Company Investor 1,Domestic R&D paid for and performed by your company (percentage) - Agricultural applications,50.80%
698,PATREV_NPATREV_TOT,RCPT_TOT_VAL,Patient Care Revenue:  Total Patient and Non-Patient Care Revenue,Worldwide net sales and operating revenues,50.80%
699,COST_AUX_ELEC,CAPEX_WW_PPE_VAL,"Auxiliary establishments,  Purchased electricity","Expenditures: property, plant, and equipment",50.80%
700,COMPUTER_SALE_RE_SWARE_PCT,,"Computer System Integration, Resale of purchased computer software",Domestic R&D paid for and performed by your company - Software products or software embedded in other projects or products,50.80%
701,INCOM_U_OTHER_TOT_PCT,ASSET_BK_MA_TOT_VAL,"Other credit financing, Total",Acquisitions: total,50.80%
702,RCPT_SOFTWARE_VAL,,"Sales, Shipments Receipts, or Revenue - Software",Worldwide sales and operating revenue: Business Code,50.80%
703,PRCH_TRANS_OTHMOTOR,EXPS_DOM_RD_RMB_INT_FEDGOV_DOT,"Purchased Transportation,  Other motor carriers","Domestic R&D performed by your company that was paid for by the U.S. federal government, by Agency: Dept. of Transportation",50.80%
704,INCOM_EXPS_RECURR_VAL,EXPS_DOM_RD_CORE_EQP_VAL,Other recurring nonoperating income (expense),Type of R&D Costs: Expensed equipment [not capitalized] (Domestic),50.80%
705,RCPT_BOOK_PRNT_PCT,RCPT_DOM_SUM_BUSINESSCODE,Source of Book Revenue: Print,Total domestic net sales and operating revenues (copy),50.80%
706,PAY_ANN_LSD_EDU,EXPS_DOM_RD_CORE_TEMP_VAL,Leased Annual Payroll from Educational Clients,Type of R&D Costs: Leased employees and temporary staffing  (Domestic),50.70%
707,CERT_DATE_FROM_YEAR,,"Certification,  Year covered by this report (from)",Federally funded R&D performed in US - Total Research and Total Development (copy),50.70%
708,INV_VAL_TOT,CAPEX_WW_IIA_VAL,"Inventories by Valuation Method, Total LIFO and Non-LIFO valuation methods",Expenditures: identifiable intangible assets,50.70%
709,EMP_MAR12_DIET,,"Employment By Occupation, Dieticians",R&D employees by occupation: Total domestic R&D employees (copy),50.70%
710,RCPT_LOCTEL_VAL,RCPT_DOM_VAL,Total Fixed Local Telephony Revenue,Net sales and operating revenues from domestic operations,50.70%
711,INCOM_LOAN_FBUS_TOT_PCT,EXPS_DOM_RD_RMB_INT_IN_TOT,"Loan Products Income,  Loans to financial businesses, Total",Total domestic research and development performed by your company and paid for by others in Indiana,50.70%
712,EMP_MAR12_PHYTHER,EMP_DOM_RD_TECH_NUM,"Employment By Occupation, Physical therapists",R&D employees by occupation: R&D technicians - domestic,50.60%
713,SOC_ASSIST_TOT_PCT,CAPEX_WW_TOT_VAL,"Social Assitance Services, Total",Expenditures: total,50.60%
714,YEAR_START_DATE,YEAR_START_DATE,if fiscal or part yr  what is startdate,Begin time period Covered,50.60%
715,OWNSTAT_RACE_CHINA,AFFIL_OWNER_FOR_STAT,Race of majority ownership - Is the race of the majority ownership of this establishment Chinese?,Was company owned by a foreign company?,50.60%
716,CLASS_FARMGT50_YES,EXPS_DOM_RD_INT_AGR_PCT,"Class of Customer,  Were 50 percent or more of the goods sold by this establishment purchased directly from farmers?",Domestic R&D paid for and performed by your company (percentage) - Agricultural applications,50.60%
717,RETAIN_EARN_DIR_DBCRD_VAL,,Other direct credits (charges) to retained earnings - principal debits and credits that contribute - Amount,"Domestic R&D paid for by the company and others and performed by the company, by type of cost - Depreciation",50.60%
718,JOINT_COMPANY_ADDR_CITY_5,AFFIL_OWNER_FOR_STAT,"Investors, City of Company Investor 5",Was company owned by a foreign company?,50.60%
719,JOINT_INVEST_PCT_2,EXPS_DOM_RD_INT_AGR_PCT,Investors: Percent of Investment of Company Investor 2,Domestic R&D paid for and performed by your company (percentage) - Agricultural applications,50.60%
720,PAY_ANN_LSD_ADMIN,EXPS_DOM_RD_CORE_TEMP_VAL,Leased Annual Payroll for Adminstrative Clients,Type of R&D Costs: Leased employees and temporary staffing  (Domestic),50.60%
721,EXPS_ADVERT_VAL,,Purchased Advertising and Promotional Services,"Domestic R&D paid for by the company and others and performed by the company, by type of cost - Other purchased services",50.50%
722,ELEC_SOLD_KWH_PY,EXPS_DOM_RD_INT_ENRG_PCT,Quantity of electricity sold or transferred to other domestic reporting units  Prior Year,Domestic R&D paid for and performed by your company (percentage) - Energy applications,50.50%
723,OPSTAT_ADDR_STREET_TXT,DISCON_OPS_STAT,Operational Status: Sold or Leased Mailing Address,Discontinued operations,50.50%
724,PRCH_AUX_COMSVC,EXPS_WORLD_RD_RMB_OTHGOV_VAL,"Auxiliary establishment,  data processing and other purchased computer services",All other R&D services not included above provided to the federal government or to others not owned by your company,50.50%
725,ARU_INDUSTRY,EXPS_DOM_RD_INT_RES_VAL,Alternate Reporting Unit:   Industry description,Domestic R&D paid for and performed by your company - Total Applied research and Total Basic research (copy),50.50%
726,ESTAB_NUM,EMP_CT_TOT_NUM,Number of Establishments,Total employees in Connecticut,50.50%
727,PREV_OWN_STORENUM_TXT,ASSET_BK_MA_PPE_VAL,New Establishment: Former Ownership Store,"Acquisitions: property, plant, and equipment",50.40%
728,OPSTAT_NAME,ASSET_NET_WW_PPE_VAL,"Operational Status,  New owner/operator,  Name","Assets: property, plant, and equipment",50.40%
729,JOINT_COMPANY_ADDR_CITY_2,AFFIL_OWNER_FOR_STAT,"Investors, City of Company Investor 2",Was company owned by a foreign company?,50.40%
730,RCPT_SYSOFT_MAIN_PCT,CAPEX_DOM_RD_SFT_VAL,Source of System Software Publishing Revenue: Mainframe,"Domestic capital expenditures for R&D, by type of asset: Capitalized software",50.40%
731,CLASS_OTHMANUF,,"Class of Customer,  Other manufacturers and mining, including quarries","Domestic R&D paid for by the company and others and performed by the company, by type of cost - Materials and supplies",50.40%
732,INV_VAL_FIFO,CAPEX_WW_IIA_VAL,"Inventories by Valuation Method, First-in, First-Out (FIFO)",Expenditures: identifiable intangible assets,50.40%
733,EMP_JUN12_PRDWRK,EMP_DOM_TOT_NUM,"Second Quarter Employment,  Production Workers",Employees of domestic operations,50.40%
734,RCPT_DIR_PRNT_PCT,RCPT_DOM_SUM_BUSINESSCODE,"Source of directories, databases, and other collections of information Revenue: Print",Total domestic net sales and operating revenues (copy),50.40%
735,INCL_COST_VALUE_LAND,CAPEX_WW_PPE_VAL,Was the purchased cost of land or estimated value of raw land included in the receipts for construction work?,"Expenditures: property, plant, and equipment",50.30%
736,RCPT_BILL_OTHOP_PCT,RCPT_DOM_VAL,Source of Billings and Fees Revenue: All other,Net sales and operating revenues from domestic operations,50.30%
737,RCPT_ADV_SPACE_VAL,RCPT_TOT_VAL,Total Advertising Space Revenue,Worldwide net sales and operating revenues,50.30%
738,INV_VAL_STD_END,CAPEX_WW_PPE_VAL,"Inventories by Valuation Method, Standard Cost, End of Year","Expenditures: property, plant, and equipment",50.30%
739,EMP_MAR12_LGL,EMP_DOM_RD_TEMP_RES_NUM,"Employment By Occupation, Legal",Temporary and leased R&D employees by occupation: Researchers,50.30%
740,HEALTH_LOC_PHAR_RETL,EXPS_WORLD_RD_RMB_MED_VAL,Was this establishment involved in the operation of a retail health clinic?,Medical nonclinical R&D services provided to others,50.30%
741,RCPT_PAT_IN_PCT,CAPEX_WW_TOT_VAL,Inpatient/Outpatient Revenue: Inpatient care services,Expenditures: total,50.30%
742,JOINT_INVEST_PCT_5,EXPS_DOM_RD_INT_AGR_PCT,Investors: Percent of Investment of Company Investor 5,Domestic R&D paid for and performed by your company (percentage) - Agricultural applications,50.30%
743,JOINT_COMPANY_NAME_2,AFFIL_OWNER_FOR_STAT,Investors: Company Name of Company Investor 2,Was company owned by a foreign company?,50.30%
744,PATREV_SOCSEC,EXPS_DOM_RD_RMB_INT_MED_PCT,Patient Care Revenue:  Social Security Benefits - Report direct payment of social security benefits on behalf of patients,Domestic R&D performed by your company that was paid for by others (percentage) - Health or medical applications,50.30%
745,RCPT_PAT_OUT_PCT,CAPEX_WW_TOT_VAL,Inpatient/Outpatient Revenue: Outpatient care services,Expenditures: total,50.20%
746,PAY_ANN_LSD_PROF,EXPS_DOM_RD_CORE_TEMP_VAL,Leased Annual Payroll from Professional Clients,Type of R&D Costs: Leased employees and temporary staffing  (Domestic),50.20%
747,RCPT_SYSOFT_ENTR_DVAL,EXPS_DOM_RD_INT_SOFT_PCT,Enterprise or Network System Software revenue,Domestic R&D paid for and performed by your company (percentage) - Software products or software embedded in other projects or products,50.20%
748,RCPT_NONPT_OTH_VAL,EXPS_DOM_RD_INT_MED_PCT,Non-patient care revenue from all other non-patient care,Domestic R&D paid for and performed by your company (percentage) - Health or medical applications,50.20%
749,INV_E_FIN_VAL,ASSET_NET_WW_PPE_VAL,"Inventories: finished goods,  EOY","Assets: property, plant, and equipment",50.20%
750,EMP_MAR12_MGMTOTH_WRTIN,,"Employment By Occupation, all other management  write-in description",R&D employees by occupation: Total R&D employees (copy),50.20%
751,RCPT_APSOFT_ENTR_PCT,CAPEX_DOM_RD_SFT_VAL,Source of Application Software Publishing Revenue: Enterprise or network,"Domestic capital expenditures for R&D, by type of asset: Capitalized software",50.20%
752,HOURS_ROLL_OTH,EMP_DOM_TOT_NUM,"Steel Mill Department Worker Hours,  Other mills, including semifinishing, plate, and structural",Employees of domestic operations,50.20%
753,COMP_DATE,YEAR_END_DATE,Completion Date - Month and Year completed or occupied,End time period covered,50.20%
754,RCPT_TOYS_VAL,RCPT_TOT_VAL,"Sales, Shipments Receipts, or Revenue - Toys",Worldwide net sales and operating revenues,50.20%
755,PROD_QTYPRD_STRIP_OUT_W,EXPS_WORLD_RD_XTRA_VAL,The total amount  of charges for strip-pit mined by outside contractor ,Sum of costs reported in Question 2-2,50.20%
756,EMP_MAR12_LPN_XPSY,EMP_DOM_RD_SS_NUM,"Employment By Occupation, Licensed practical or vocational nurses",R&D employees by occupation: R&D support staff - domestic,50.20%
757,PRCH_AUX_TRANS,CAPEX_WW_PPE_VAL,"Auxiliary establishment, Purchased transportation","Expenditures: property, plant, and equipment",50.20%
758,OPSTAT_ADDR_STREET,DISCON_OPS_STAT,"Operational Status,  New owner/operator,  Street Address",Discontinued operations,50.10%
759,PAY_SVS,,"Steel Mill Department Wages, Service or auxiliary operations (all other activities not directly assignable)","Domestic R&D paid for by the company and others and performed by the company, by type of cost - Salaries, wages, and fringe benefits",50.10%
760,GOVOWN_NO_ARCHIVE,AFFIL_OWNER_FOR_STAT,Was this establishment operated by or under the control of a government entity or a board of directors either appointed by such an entity or publicly elected?,Was company owned by a foreign company?,50.10%
761,PATREV_OTHER,EXPS_DOM_RD_INT_MED_PCT,Patient Care Revenue:  All other sources of revenue for patient care,Domestic R&D paid for and performed by your company (percentage) - Health or medical applications,50.10%
762,DIRECT_PREM_PRDPC_INS,EXPS_WORLD_RD_CORE_SUM_GEO,"Direct Premiums Earned,  Product liability",R&D paid for by your company (calc) (copy),50.10%
763,SUBSID_CONSOL_NUM,PAT_ISSUE_NUM,Number of corporations consolidated in this report,How many utility patents were issued to your company in 2024 by the USPTO?,50.10%
764,SOMA_SURVEY_PERIOD,YEAR_START_DATE,SOMA Survey Period,Begin time period Covered,50.00%
765,EMP_SUM_PRDWRK_PY,EMP_DOM_TOT_NUM,Manufacturing:  Sum of Production Workers Prior Year,"Total Employees, R&D employees and all others - Total domestic (copy)",50.00%
766,SE_OTH_VAL,ASSET_NET_WW_PPE_VAL,Other stockholders' eqty items,"Assets: property, plant, and equipment",50.00%
767,INV_VAL_STD,EXPS_WORLD_RD_XTRA_VAL,"Inventories by Valuation Method, Standard Cost",Sum of costs reported in Question 2-2,49.90%
768,EXPS_FRNG_BENEFIT_VAL,EXPS_DOM_RD_CORE_WAGE_VAL,Fringe benefits,"Type of R&D Costs: Salaries, wages and fringe benefits (Domestic)",49.90%
769,ACTCHG_CUM_DBCRD_VAL,ASSET_DA_TOT_VAL,"Cumulative effect of accounting changes, net of taxes - principal debits and credits that contribute - Amount",Depreciation: total,49.80%
770,OPSTAT_ADDR_ZIP,DISCON_OPS_STAT,"Operational Status,  New owner/operator,  ZIP Code",Discontinued operations,49.80%
